id_cliente,probabilidade_inadimplencia,faixa_risco,decisao_sugerida,motivo_principal
138122,0.007474580745335016,amarela,aprovar_com_ajuste,PD intermediaria
138138,0.0021773262651007684,verde,aprovar_automatico,PD baixa
138139,0.00522928934499863,verde,aprovar_automatico,PD baixa
138144,0.0031561909487797446,verde,aprovar_automatico,PD baixa
138155,0.002422452218224857,verde,aprovar_automatico,PD baixa
138160,0.001866042089367331,verde,aprovar_automatico,PD baixa
138165,0.004319966715884437,verde,aprovar_automatico,PD baixa
138170,0.004963243660776583,verde,aprovar_automatico,PD baixa
138173,0.008495076742489014,amarela,aprovar_com_ajuste,PD intermediaria
138182,0.006105776324747118,amarela,aprovar_com_ajuste,PD intermediaria
138194,0.0022524917762139123,verde,aprovar_automatico,PD baixa
138198,0.0028888518567916576,verde,aprovar_automatico,PD baixa
138201,0.001670374660054668,verde,aprovar_automatico,PD baixa
138234,0.00202235106947983,verde,aprovar_automatico,PD baixa
138235,0.002554237799805693,verde,aprovar_automatico,PD baixa
138248,0.00222386184430342,verde,aprovar_automatico,PD baixa
138254,0.0014140237381753506,verde,aprovar_automatico,PD baixa
138255,0.0026707804283199487,verde,aprovar_automatico,PD baixa
138266,0.0022995839477719443,verde,aprovar_automatico,PD baixa
138276,0.00441011723151598,verde,aprovar_automatico,PD baixa
138287,0.0018092587934645504,verde,aprovar_automatico,PD baixa
138318,0.0046138190496418305,verde,aprovar_automatico,PD baixa
138322,0.014659527664092568,laranja,analise_manual,"PD alta, comportamento limitrofe"
138337,0.0027390158712269196,verde,aprovar_automatico,PD baixa
138344,0.001511583424120342,verde,aprovar_automatico,PD baixa
138350,0.0035279101754040277,verde,aprovar_automatico,PD baixa
138352,0.002598158961427405,verde,aprovar_automatico,PD baixa
138356,0.007462480355884763,amarela,aprovar_com_ajuste,PD intermediaria
138373,0.00523540019123304,verde,aprovar_automatico,PD baixa
138375,0.003358669696228568,verde,aprovar_automatico,PD baixa
138376,0.003163167290385257,verde,aprovar_automatico,PD baixa
138380,0.014475490905221688,laranja,analise_manual,"PD alta, comportamento limitrofe"
138391,0.003866049781136758,verde,aprovar_automatico,PD baixa
138394,0.0035314347473301617,verde,aprovar_automatico,PD baixa
138401,0.004565940699761341,verde,aprovar_automatico,PD baixa
138405,0.0026200313310033568,verde,aprovar_automatico,PD baixa
138407,0.0030581647954699663,verde,aprovar_automatico,PD baixa
138411,0.002177054737812068,verde,aprovar_automatico,PD baixa
138412,0.002428030927533443,verde,aprovar_automatico,PD baixa
138429,0.005460468123542595,verde,aprovar_automatico,PD baixa
138439,0.004585545614518094,verde,aprovar_automatico,PD baixa
138440,0.0046904087626029045,verde,aprovar_automatico,PD baixa
138441,0.002213625753133366,verde,aprovar_automatico,PD baixa
138443,0.011871681389965258,laranja,analise_manual,"PD alta, comportamento limitrofe"
138448,0.010993192564956579,laranja,analise_manual,"PD alta, comportamento limitrofe"
138461,0.002169497689041815,verde,aprovar_automatico,PD baixa
138466,0.002260087578904184,verde,aprovar_automatico,PD baixa
138472,0.007309111350101023,amarela,aprovar_com_ajuste,PD intermediaria
138474,0.003210744211957999,verde,aprovar_automatico,PD baixa
138485,0.017911358651392664,vermelha,rejeitar,PD elevada
138494,0.009850428225151748,amarela,aprovar_com_ajuste,PD intermediaria
138508,0.0019103460450510931,verde,aprovar_automatico,PD baixa
138511,0.002410254354542498,verde,aprovar_automatico,PD baixa
138535,0.002873722213160012,verde,aprovar_automatico,PD baixa
138536,0.0031148865767852006,verde,aprovar_automatico,PD baixa
138540,0.008773830555033363,amarela,aprovar_com_ajuste,PD intermediaria
138551,0.0014813897721628376,verde,aprovar_automatico,PD baixa
138565,0.007779985558635251,amarela,aprovar_com_ajuste,PD intermediaria
138574,0.0017023111356715256,verde,aprovar_automatico,PD baixa
138580,0.010848423526753416,laranja,analise_manual,"PD alta, comportamento limitrofe"
138590,0.01560961703471929,laranja,analise_manual,"PD alta, comportamento limitrofe"
138608,0.004552300484360244,verde,aprovar_automatico,PD baixa
138609,0.001986622494223096,verde,aprovar_automatico,PD baixa
138620,0.002711616203480433,verde,aprovar_automatico,PD baixa
138623,0.002339163047713968,verde,aprovar_automatico,PD baixa
138645,0.01396366100685641,laranja,analise_manual,"PD alta, comportamento limitrofe"
138648,0.0031240218935897307,verde,aprovar_automatico,PD baixa
138705,0.0021919551641680205,verde,aprovar_automatico,PD baixa
138710,0.002257410457303556,verde,aprovar_automatico,PD baixa
138732,0.00265261860373419,verde,aprovar_automatico,PD baixa
138733,0.0016180685584724107,verde,aprovar_automatico,PD baixa
138739,0.002285247638538808,verde,aprovar_automatico,PD baixa
138741,0.014015464830242267,laranja,analise_manual,"PD alta, comportamento limitrofe"
138750,0.002496057537091561,verde,aprovar_automatico,PD baixa
138760,0.0017820871782389049,verde,aprovar_automatico,PD baixa
138763,0.002070679298584404,verde,aprovar_automatico,PD baixa
138788,0.0020671989838416975,verde,aprovar_automatico,PD baixa
138794,0.0039692104543490965,verde,aprovar_automatico,PD baixa
138809,0.0024041160874059115,verde,aprovar_automatico,PD baixa
138815,0.0026418864706721093,verde,aprovar_automatico,PD baixa
138897,0.0027507425673135295,verde,aprovar_automatico,PD baixa
138904,0.004534193386270494,verde,aprovar_automatico,PD baixa
138916,0.004106065045958016,verde,aprovar_automatico,PD baixa
138933,0.0039103521775124515,verde,aprovar_automatico,PD baixa
138944,0.0017648048093023602,verde,aprovar_automatico,PD baixa
138981,0.0024463665233682612,verde,aprovar_automatico,PD baixa
138998,0.0020746533173988755,verde,aprovar_automatico,PD baixa
139005,0.0017447951918438838,verde,aprovar_automatico,PD baixa
139014,0.0021434773048560197,verde,aprovar_automatico,PD baixa
139016,0.010107553228105014,amarela,aprovar_com_ajuste,PD intermediaria
139019,0.003966284055211715,verde,aprovar_automatico,PD baixa
139021,0.003007565901112838,verde,aprovar_automatico,PD baixa
139026,0.002041958781569811,verde,aprovar_automatico,PD baixa
139038,0.003047037873876478,verde,aprovar_automatico,PD baixa
139040,0.0085876393664848,amarela,aprovar_com_ajuste,PD intermediaria
139050,0.003210332319992296,amarela,aprovar_com_ajuste,cold-start: aprovar com limite reduzido
139059,0.0024941032733043758,verde,aprovar_automatico,PD baixa
139084,0.010553806580669513,amarela,aprovar_com_ajuste,PD intermediaria
139089,0.0019714013717979473,verde,aprovar_automatico,PD baixa
139109,0.0041012889168006855,verde,aprovar_automatico,PD baixa
139114,0.012987332381874784,laranja,analise_manual,"PD alta, comportamento limitrofe"
139117,0.0030882727645764278,verde,aprovar_automatico,PD baixa
139118,0.004466818992064192,verde,aprovar_automatico,PD baixa
139158,0.003389267195313973,verde,aprovar_automatico,PD baixa
139173,0.0027413331564804743,verde,aprovar_automatico,PD baixa
139183,0.008455940500800856,amarela,aprovar_com_ajuste,PD intermediaria
139205,0.0036860200761302687,verde,aprovar_automatico,PD baixa
139223,0.0012619732328990366,verde,aprovar_automatico,PD baixa
139227,0.002004139726612441,verde,aprovar_automatico,PD baixa
139245,0.002449767357732248,verde,aprovar_automatico,PD baixa
139248,0.0014429669212831357,verde,aprovar_automatico,PD baixa
139251,0.0015896262140342732,verde,aprovar_automatico,PD baixa
139261,0.003687822498814274,verde,aprovar_automatico,PD baixa
139276,0.0018974090838465997,verde,aprovar_automatico,PD baixa
139288,0.016009839061846876,laranja,analise_manual,"PD alta, comportamento limitrofe"
139294,0.009359507276581499,amarela,aprovar_com_ajuste,PD intermediaria
139312,0.007586217785526986,amarela,aprovar_com_ajuste,PD intermediaria
139315,0.0018426618185717375,verde,aprovar_automatico,PD baixa
139316,0.003939757612066448,verde,aprovar_automatico,PD baixa
139323,0.00268458267254054,verde,aprovar_automatico,PD baixa
139339,0.009435029610993918,amarela,aprovar_com_ajuste,PD intermediaria
139343,0.003546560256756557,verde,aprovar_automatico,PD baixa
139345,0.014043806308113214,laranja,analise_manual,"PD alta, comportamento limitrofe"
139346,0.002256100140121603,verde,aprovar_automatico,PD baixa
139349,0.0028048302230852962,verde,aprovar_automatico,PD baixa
139366,0.0017656830822222217,verde,aprovar_automatico,PD baixa
139381,0.0022542999405691737,verde,aprovar_automatico,PD baixa
139407,0.002448785109590466,verde,aprovar_automatico,PD baixa
139410,0.007716816787991053,amarela,aprovar_com_ajuste,PD intermediaria
139425,0.00413477625212316,verde,aprovar_automatico,PD baixa
139434,0.004139094859341756,verde,aprovar_automatico,PD baixa
139447,0.002455112499879024,verde,aprovar_automatico,PD baixa
139448,0.0016945993258508667,verde,aprovar_automatico,PD baixa
139464,0.0014367494281934902,verde,aprovar_automatico,PD baixa
139475,0.0040288707250559375,verde,aprovar_automatico,PD baixa
139477,0.0016582354649239467,verde,aprovar_automatico,PD baixa
139501,0.006610270219630794,amarela,aprovar_com_ajuste,PD intermediaria
139504,0.0025312601877870954,verde,aprovar_automatico,PD baixa
139513,0.006504769590384884,amarela,aprovar_com_ajuste,PD intermediaria
139524,0.0012126222431590185,verde,aprovar_automatico,PD baixa
139527,0.004253540127866755,verde,aprovar_automatico,PD baixa
139541,0.0025852319485739008,verde,aprovar_automatico,PD baixa
139546,0.003562390866210778,verde,aprovar_automatico,PD baixa
139570,0.0015614887430755995,verde,aprovar_automatico,PD baixa
139574,0.004307922343891015,verde,aprovar_automatico,PD baixa
139577,0.003707890395004812,verde,aprovar_automatico,PD baixa
139596,0.003365866852287106,verde,aprovar_automatico,PD baixa
139601,0.00786177852477184,amarela,aprovar_com_ajuste,PD intermediaria
139613,0.0039518789329145146,verde,aprovar_automatico,PD baixa
139617,0.002773359507949486,verde,aprovar_automatico,PD baixa
139638,0.0019770716926016375,verde,aprovar_automatico,PD baixa
139662,0.0035571771953856364,verde,aprovar_automatico,PD baixa
139680,0.0031992829762199897,verde,aprovar_automatico,PD baixa
139697,0.014036497977160908,laranja,analise_manual,"PD alta, comportamento limitrofe"
139725,0.0019781873176269826,verde,aprovar_automatico,PD baixa
139732,0.005351001872421235,verde,aprovar_automatico,PD baixa
139764,0.004329051976078625,verde,aprovar_automatico,PD baixa
139778,0.0025281389802224497,verde,aprovar_automatico,PD baixa
139779,0.004673284569301564,verde,aprovar_automatico,PD baixa
139790,0.0021747497327676245,verde,aprovar_automatico,PD baixa
139792,0.0036594298740020765,verde,aprovar_automatico,PD baixa
139796,0.005883605786734832,amarela,aprovar_com_ajuste,PD intermediaria
139804,0.0025687078850649813,verde,aprovar_automatico,PD baixa
139805,0.0032635126613770847,amarela,aprovar_com_ajuste,cold-start: aprovar com limite reduzido
139807,0.0028042455911302306,verde,aprovar_automatico,PD baixa
139818,0.002740888246786532,verde,aprovar_automatico,PD baixa
139823,0.0014342635295740047,verde,aprovar_automatico,PD baixa
139836,0.0029513723555284555,verde,aprovar_automatico,PD baixa
139854,0.0026926372859654778,verde,aprovar_automatico,PD baixa
139859,0.004930990172172225,verde,aprovar_automatico,PD baixa
139871,0.001799359240101825,verde,aprovar_automatico,PD baixa
139878,0.010917939102308288,laranja,analise_manual,"PD alta, comportamento limitrofe"
139892,0.004622195123064571,verde,aprovar_automatico,PD baixa
139893,0.0036451499053196013,amarela,aprovar_com_ajuste,cold-start: aprovar com limite reduzido
139902,0.001316814412387162,verde,aprovar_automatico,PD baixa
139910,0.003869466733985618,verde,aprovar_automatico,PD baixa
139919,0.006232477379184192,amarela,aprovar_com_ajuste,PD intermediaria
139921,0.008900894006165661,amarela,aprovar_com_ajuste,PD intermediaria
139933,0.009212629918135833,amarela,aprovar_com_ajuste,PD intermediaria
139957,0.007865264347996918,amarela,aprovar_com_ajuste,PD intermediaria
139964,0.002092647995739716,verde,aprovar_automatico,PD baixa
139967,0.006590387291793035,amarela,aprovar_com_ajuste,PD intermediaria
139969,0.004704086677690154,verde,aprovar_automatico,PD baixa
139976,0.004121815081557108,verde,aprovar_automatico,PD baixa
140019,0.011088415246714728,laranja,analise_manual,"PD alta, comportamento limitrofe"
140035,0.0026942541318942348,verde,aprovar_automatico,PD baixa
140045,0.0031694276178185787,verde,aprovar_automatico,PD baixa
140068,0.002918052118129876,verde,aprovar_automatico,PD baixa
140085,0.0033554520047010235,verde,aprovar_automatico,PD baixa
140098,0.0048352898988190205,verde,aprovar_automatico,PD baixa
140110,0.014554953701696743,laranja,analise_manual,"PD alta, comportamento limitrofe"
140115,0.010997384272311358,laranja,analise_manual,"PD alta, comportamento limitrofe"
140120,0.006307686092605468,amarela,aprovar_com_ajuste,PD intermediaria
140130,0.0015030630369249568,verde,aprovar_automatico,PD baixa
140138,0.0023167059470410004,verde,aprovar_automatico,PD baixa
140146,0.002722691587656909,amarela,aprovar_com_ajuste,cold-start: aprovar com limite reduzido
140166,0.00952332574470396,amarela,aprovar_com_ajuste,PD intermediaria
140178,0.004785879190501824,verde,aprovar_automatico,PD baixa
140179,0.0032026318601909064,verde,aprovar_automatico,PD baixa
140183,0.0055861800576275196,amarela,aprovar_com_ajuste,PD intermediaria
140191,0.0011028653094860212,verde,aprovar_automatico,PD baixa
140195,0.00686202199940754,amarela,aprovar_com_ajuste,PD intermediaria
140199,0.0015974379408886417,verde,aprovar_automatico,PD baixa
140231,0.002871545851069781,verde,aprovar_automatico,PD baixa
140242,0.001714345189687471,verde,aprovar_automatico,PD baixa
140257,0.0018781278634372968,verde,aprovar_automatico,PD baixa
140274,0.0034503561674728038,verde,aprovar_automatico,PD baixa
140284,0.0031036297136739937,amarela,aprovar_com_ajuste,cold-start: aprovar com limite reduzido
140288,0.002681725714373813,amarela,aprovar_com_ajuste,cold-start: aprovar com limite reduzido
140292,0.0027126571661591496,verde,aprovar_automatico,PD baixa
140296,0.0037476086866993184,verde,aprovar_automatico,PD baixa
140315,0.003985284125456014,verde,aprovar_automatico,PD baixa
140326,0.0016914515297798533,verde,aprovar_automatico,PD baixa
140329,0.0021498758421036753,verde,aprovar_automatico,PD baixa
140331,0.0017687314668163661,verde,aprovar_automatico,PD baixa
140344,0.006600804500846513,amarela,aprovar_com_ajuste,PD intermediaria
140355,0.0015842131948886253,verde,aprovar_automatico,PD baixa
140369,0.0048052119559303715,verde,aprovar_automatico,PD baixa
140379,0.005242011276471581,verde,aprovar_automatico,PD baixa
140383,0.004797291150873553,verde,aprovar_automatico,PD baixa
140394,0.002128157161980161,verde,aprovar_automatico,PD baixa
140395,0.001305241892231358,verde,aprovar_automatico,PD baixa
140401,0.0091121184540151,amarela,aprovar_com_ajuste,PD intermediaria
140409,0.004592964486454417,verde,aprovar_automatico,PD baixa
140422,0.001469374810477953,verde,aprovar_automatico,PD baixa
140429,0.005049597230067171,verde,aprovar_automatico,PD baixa
140432,0.003476343892016226,verde,aprovar_automatico,PD baixa
140448,0.002326744929242299,verde,aprovar_automatico,PD baixa
140467,0.002249472398451326,verde,aprovar_automatico,PD baixa
140469,0.002874138352295288,verde,aprovar_automatico,PD baixa
140480,0.002572997160210784,amarela,aprovar_com_ajuste,cold-start: aprovar com limite reduzido
140498,0.0045953014488198055,verde,aprovar_automatico,PD baixa
140505,0.008920629045794078,amarela,aprovar_com_ajuste,PD intermediaria
140508,0.0020828281598078346,verde,aprovar_automatico,PD baixa
140514,0.0035199576722033574,verde,aprovar_automatico,PD baixa
140529,0.003292718488015047,verde,aprovar_automatico,PD baixa
140532,0.006765953425947275,amarela,aprovar_com_ajuste,PD intermediaria
140539,0.0032714817913970305,verde,aprovar_automatico,PD baixa
140548,0.01066035309279818,laranja,analise_manual,"PD alta, comportamento limitrofe"
140551,0.0025981158660063736,verde,aprovar_automatico,PD baixa
140552,0.004563217301151615,verde,aprovar_automatico,PD baixa
140557,0.00326295428366669,verde,aprovar_automatico,PD baixa
140565,0.0032762222161582524,verde,aprovar_automatico,PD baixa
140579,0.0017800531132728093,verde,aprovar_automatico,PD baixa
140582,0.004879376813754165,verde,aprovar_automatico,PD baixa
140588,0.007972808464987756,amarela,aprovar_com_ajuste,PD intermediaria
140592,0.005367406540217576,verde,aprovar_automatico,PD baixa
140616,0.00321618017061707,verde,aprovar_automatico,PD baixa
140618,0.008585913494726833,amarela,aprovar_com_ajuste,PD intermediaria
140625,0.009870487024577605,amarela,aprovar_com_ajuste,PD intermediaria
140627,0.0027253063013982764,verde,aprovar_automatico,PD baixa
140631,0.0055390584712200555,amarela,aprovar_com_ajuste,PD intermediaria
140649,0.004542861004051951,verde,aprovar_automatico,PD baixa
140676,0.002160261972899768,verde,aprovar_automatico,PD baixa
140679,0.0019822947753120883,verde,aprovar_automatico,PD baixa
140729,0.0024372220759735067,amarela,aprovar_com_ajuste,cold-start: aprovar com limite reduzido
140731,0.005869316406214849,amarela,aprovar_com_ajuste,PD intermediaria
140739,0.002806872646629273,verde,aprovar_automatico,PD baixa
140740,0.003278612469206359,verde,aprovar_automatico,PD baixa
140746,0.0020864581317488087,verde,aprovar_automatico,PD baixa
140775,0.0045749375598219365,verde,aprovar_automatico,PD baixa
140777,0.009962875303551853,amarela,aprovar_com_ajuste,PD intermediaria
140782,0.003400986069628045,verde,aprovar_automatico,PD baixa
140791,0.0029854685508302783,verde,aprovar_automatico,PD baixa
140799,0.0027042938521890797,verde,aprovar_automatico,PD baixa
140805,0.005668264973628459,amarela,aprovar_com_ajuste,PD intermediaria
140806,0.0033949146520336495,verde,aprovar_automatico,PD baixa
140815,0.002925943849202485,verde,aprovar_automatico,PD baixa
140819,0.0038375205961862923,verde,aprovar_automatico,PD baixa
140820,0.0048424196655538826,verde,aprovar_automatico,PD baixa
140826,0.0014897765075145403,verde,aprovar_automatico,PD baixa
140836,0.0026798612071818055,verde,aprovar_automatico,PD baixa
140838,0.002794010112465548,verde,aprovar_automatico,PD baixa
140842,0.002650915985253956,verde,aprovar_automatico,PD baixa
140851,0.0022760665693396876,verde,aprovar_automatico,PD baixa
140855,0.0018749965403320776,verde,aprovar_automatico,PD baixa
140866,0.0029859277883609683,verde,aprovar_automatico,PD baixa
140883,0.002076103222521922,verde,aprovar_automatico,PD baixa
140893,0.002538838831461439,verde,aprovar_automatico,PD baixa
140898,0.0016847398760852516,verde,aprovar_automatico,PD baixa
140906,0.004679047889047114,amarela,aprovar_com_ajuste,cold-start: aprovar com limite reduzido
140907,0.005677543508526245,amarela,aprovar_com_ajuste,PD intermediaria
140911,0.0011748026740226124,verde,aprovar_automatico,PD baixa
140916,0.004056706402911352,verde,aprovar_automatico,PD baixa
140919,0.001297131932862221,verde,aprovar_automatico,PD baixa
140957,0.004099447941826239,verde,aprovar_automatico,PD baixa
140962,0.003335097309653112,verde,aprovar_automatico,PD baixa
140964,0.002437351003296725,verde,aprovar_automatico,PD baixa
140973,0.001856353367033117,verde,aprovar_automatico,PD baixa
140975,0.008688420736478955,amarela,aprovar_com_ajuste,PD intermediaria
140977,0.004246461526288237,verde,aprovar_automatico,PD baixa
140984,0.003201767921136962,verde,aprovar_automatico,PD baixa
140986,0.0020139619476559475,verde,aprovar_automatico,PD baixa
141018,0.003210181248568806,verde,aprovar_automatico,PD baixa
141019,0.008564066402596198,amarela,aprovar_com_ajuste,PD intermediaria
141028,0.002430511945197327,verde,aprovar_automatico,PD baixa
141034,0.0021818909560119217,verde,aprovar_automatico,PD baixa
141061,0.004089335326780065,verde,aprovar_automatico,PD baixa
141064,0.0022760428769376,verde,aprovar_automatico,PD baixa
141075,0.001333632847057921,verde,aprovar_automatico,PD baixa
141080,0.002905262822442643,verde,aprovar_automatico,PD baixa
141083,0.00515547656679289,verde,aprovar_automatico,PD baixa
141097,0.0018145310816999828,verde,aprovar_automatico,PD baixa
141105,0.002940891513998048,verde,aprovar_automatico,PD baixa
141111,0.0022515410660499204,verde,aprovar_automatico,PD baixa
141115,0.008533505072654397,amarela,aprovar_com_ajuste,PD intermediaria
141124,0.0031405688889994295,verde,aprovar_automatico,PD baixa
141126,0.005131203649194038,verde,aprovar_automatico,PD baixa
141132,0.002892196225117234,verde,aprovar_automatico,PD baixa
141144,0.012186594684615592,laranja,analise_manual,"PD alta, comportamento limitrofe"
141162,0.0015986260706216174,verde,aprovar_automatico,PD baixa
141172,0.014703779435606383,laranja,analise_manual,"PD alta, comportamento limitrofe"
141196,0.0024536908430360716,verde,aprovar_automatico,PD baixa
141223,0.004082882172157804,verde,aprovar_automatico,PD baixa
141234,0.0035407698431544695,verde,aprovar_automatico,PD baixa
141242,0.01882627554603798,vermelha,rejeitar,PD elevada
141245,0.0022122071989683755,verde,aprovar_automatico,PD baixa
141246,0.004616450561891253,verde,aprovar_automatico,PD baixa
141254,0.002786762503611681,verde,aprovar_automatico,PD baixa
141258,0.0014350030217943923,verde,aprovar_automatico,PD baixa
141260,0.001537963314990221,verde,aprovar_automatico,PD baixa
141266,0.0018625038021846468,verde,aprovar_automatico,PD baixa
141282,0.00223182195624076,verde,aprovar_automatico,PD baixa
141284,0.0026339295045259125,verde,aprovar_automatico,PD baixa
141314,0.0022790018711974563,verde,aprovar_automatico,PD baixa
141321,0.0016323105574347506,verde,aprovar_automatico,PD baixa
141322,0.002499404776031124,verde,aprovar_automatico,PD baixa
141343,0.0017379257422625147,verde,aprovar_automatico,PD baixa
141355,0.0022180583721138447,verde,aprovar_automatico,PD baixa
141372,0.006385623496777786,amarela,aprovar_com_ajuste,PD intermediaria
141374,0.0017565468894418165,verde,aprovar_automatico,PD baixa
141379,0.005372816879959177,verde,aprovar_automatico,PD baixa
141401,0.002357844324321992,verde,aprovar_automatico,PD baixa
141441,0.0046051541862292015,verde,aprovar_automatico,PD baixa
141455,0.0019683993363151767,verde,aprovar_automatico,PD baixa
141464,0.002629298774100615,verde,aprovar_automatico,PD baixa
141499,0.002095345350466283,verde,aprovar_automatico,PD baixa
141522,0.005079705422378615,verde,aprovar_automatico,PD baixa
141523,0.0023558562663002843,verde,aprovar_automatico,PD baixa
141525,0.0016234884258122069,verde,aprovar_automatico,PD baixa
141531,0.002720504848754267,verde,aprovar_automatico,PD baixa
141535,0.0024061972186506203,verde,aprovar_automatico,PD baixa
141545,0.0022852936452346095,verde,aprovar_automatico,PD baixa
141555,0.004253634799393545,verde,aprovar_automatico,PD baixa
141567,0.003296583834356224,verde,aprovar_automatico,PD baixa
141568,0.004688399460499598,verde,aprovar_automatico,PD baixa
141574,0.00840639850853155,amarela,aprovar_com_ajuste,PD intermediaria
141605,0.006516912183679506,amarela,aprovar_com_ajuste,PD intermediaria
141610,0.0025919382503954164,verde,aprovar_automatico,PD baixa
141624,0.001494646622110652,verde,aprovar_automatico,PD baixa
141649,0.0027830437631813846,amarela,aprovar_com_ajuste,cold-start: aprovar com limite reduzido
141664,0.002611967581092326,verde,aprovar_automatico,PD baixa
141683,0.0042805200782792445,amarela,aprovar_com_ajuste,cold-start: aprovar com limite reduzido
141690,0.0032757817006370876,verde,aprovar_automatico,PD baixa
141702,0.005105033398285257,verde,aprovar_automatico,PD baixa
141703,0.002882266391421482,verde,aprovar_automatico,PD baixa
141706,0.005021998046226902,amarela,aprovar_com_ajuste,cold-start: aprovar com limite reduzido
141707,0.0033687675752381943,amarela,aprovar_com_ajuste,cold-start: aprovar com limite reduzido
141708,0.003846721325992594,verde,aprovar_automatico,PD baixa
141710,0.003107706268054532,verde,aprovar_automatico,PD baixa
141711,0.0018749470733082636,verde,aprovar_automatico,PD baixa
141714,0.006642679529991149,amarela,aprovar_com_ajuste,PD intermediaria
141747,0.001085085155792403,verde,aprovar_automatico,PD baixa
141751,0.008477651568498027,amarela,aprovar_com_ajuste,PD intermediaria
141756,0.0021203958276618446,verde,aprovar_automatico,PD baixa
141770,0.0014955041414761482,verde,aprovar_automatico,PD baixa
141779,0.011351796347208546,laranja,analise_manual,"PD alta, comportamento limitrofe"
141781,0.0020971876153777626,verde,aprovar_automatico,PD baixa
141788,0.0021689390335408085,verde,aprovar_automatico,PD baixa
141792,0.0022209593756903675,verde,aprovar_automatico,PD baixa
141794,0.001391876100772105,verde,aprovar_automatico,PD baixa
141795,0.002354363010861372,verde,aprovar_automatico,PD baixa
141799,0.0020728836836666734,verde,aprovar_automatico,PD baixa
141804,0.003090297189784599,verde,aprovar_automatico,PD baixa
141807,0.002297934452377517,verde,aprovar_automatico,PD baixa
141814,0.0028882141707964907,verde,aprovar_automatico,PD baixa
141833,0.005383089787641289,amarela,aprovar_com_ajuste,cold-start: aprovar com limite reduzido
141835,0.009857315098932765,amarela,aprovar_com_ajuste,PD intermediaria
141839,0.005247276105988869,verde,aprovar_automatico,PD baixa
141843,0.0032862976873288615,verde,aprovar_automatico,PD baixa
141849,0.0027522628650886324,verde,aprovar_automatico,PD baixa
141860,0.0022293453053285387,verde,aprovar_automatico,PD baixa
141862,0.0024314930655037078,verde,aprovar_automatico,PD baixa
141894,0.0017549242325067816,verde,aprovar_automatico,PD baixa
141901,0.004722508179772411,verde,aprovar_automatico,PD baixa
141923,0.008284934968708076,amarela,aprovar_com_ajuste,PD intermediaria
141934,0.0014543784495271135,verde,aprovar_automatico,PD baixa
141954,0.0034508063451713414,verde,aprovar_automatico,PD baixa
141967,0.0023326895663158195,verde,aprovar_automatico,PD baixa
141972,0.0017864164343513345,verde,aprovar_automatico,PD baixa
141973,0.0035270122849751532,verde,aprovar_automatico,PD baixa
141976,0.004158948000392614,verde,aprovar_automatico,PD baixa
141978,0.0017602655211782718,verde,aprovar_automatico,PD baixa
141983,0.003187148143987304,verde,aprovar_automatico,PD baixa
141987,0.001751588655068813,verde,aprovar_automatico,PD baixa
141991,0.005024061394878415,verde,aprovar_automatico,PD baixa
141998,0.0027951144548883883,amarela,aprovar_com_ajuste,cold-start: aprovar com limite reduzido
142003,0.002430903361205677,verde,aprovar_automatico,PD baixa
142007,0.004406040920696382,verde,aprovar_automatico,PD baixa
142010,0.006330295115988142,amarela,aprovar_com_ajuste,PD intermediaria
142043,0.0048769125910906545,verde,aprovar_automatico,PD baixa
142061,0.002136543472216393,amarela,aprovar_com_ajuste,cold-start: aprovar com limite reduzido
142063,0.008685796175301118,amarela,aprovar_com_ajuste,PD intermediaria
142069,0.005014822302940544,verde,aprovar_automatico,PD baixa
142081,0.011464115152746512,laranja,analise_manual,"PD alta, comportamento limitrofe"
142082,0.0017711427862379904,verde,aprovar_automatico,PD baixa
142083,0.0015080456433042813,verde,aprovar_automatico,PD baixa
142085,0.002221242846442803,verde,aprovar_automatico,PD baixa
142092,0.0024336396949138778,verde,aprovar_automatico,PD baixa
142094,0.0020015875203845033,verde,aprovar_automatico,PD baixa
142100,0.012392105628595098,laranja,analise_manual,"PD alta, comportamento limitrofe"
142112,0.0010642330775879252,verde,aprovar_automatico,PD baixa
142119,0.001362928436383399,verde,aprovar_automatico,PD baixa
142175,0.0024345809429370167,verde,aprovar_automatico,PD baixa
142188,0.006497005199940956,amarela,aprovar_com_ajuste,PD intermediaria
142200,0.004201872956167524,verde,aprovar_automatico,PD baixa
142218,0.002230010632876678,verde,aprovar_automatico,PD baixa
142227,0.0037890226964192126,verde,aprovar_automatico,PD baixa
142233,0.0029166768735084414,verde,aprovar_automatico,PD baixa
142234,0.0015467574416684888,verde,aprovar_automatico,PD baixa
142265,0.0018239759834199358,verde,aprovar_automatico,PD baixa
142267,0.0021352158846009027,verde,aprovar_automatico,PD baixa
142275,0.0014849567930979369,verde,aprovar_automatico,PD baixa
142277,0.0022827621492896286,verde,aprovar_automatico,PD baixa
142291,0.0019305909202000887,verde,aprovar_automatico,PD baixa
142320,0.0012028195853421315,verde,aprovar_automatico,PD baixa
142323,0.0024460954017970736,verde,aprovar_automatico,PD baixa
142326,0.0020269244950989005,verde,aprovar_automatico,PD baixa
142338,0.0023626667913721243,verde,aprovar_automatico,PD baixa
142340,0.001798792037681561,verde,aprovar_automatico,PD baixa
142341,0.013514092574347545,laranja,analise_manual,"PD alta, comportamento limitrofe"
142354,0.002318797367941959,verde,aprovar_automatico,PD baixa
142366,0.00891007846590506,amarela,aprovar_com_ajuste,PD intermediaria
